,Company_Name,Company_Type,HeadQuater,Company_Age,Total_employee,reviews,ratings
2135,Ramco Industries,Public,"Chennai,Tamil Nadu + 38 more",30 years old,1k-5k Employees (India),(215 Reviews),4.3
2136,Cotiviti,Private,South Jordan,43 years old,5k-10k Employees (Global),(215 Reviews),4.1
2137,ELGI Equipments,Public,"Coimbatore,Tamil Nadu + 20 more",62 years old,1k-5k Employees (India),(232 Reviews),4
2138,NKG Infrastructu...,Private,"Delhi/NCR,Delhi + 28 more",33 years old,1k-5k Employees (India),(214 Reviews),3.8
2139,Hero Cycles,Public,"Gurgaon/Gurugram,Haryana + 30 more",66 years old,1k-5k Employees (India),(214 Reviews),3.7
2140,Five-star Busine...,Public,"Chennai,Tamil Nadu + 93 more",38 years old,1k-5k Employees (India),(214 Reviews),4.4
2141,Citylife Retail,Private,"Kolkata,West Bengal + 46 more",16 years old,51-200 Employees (India),(214 Reviews),3.8
2142,HP India Sales,Private,Bengaluru + 33 more,25 years old,1k-5k Employees (India),(214 Reviews),4.3
2143,Agro Tech Foods,Public,"Gurgaon/Gurugram,Haryana + 37 more",36 years old,501-1k Employees (India),(214 Reviews),4.4
2144,Chambal Fertilis...,Public,"Kota,Rajasthan + 34 more",37 years old,1k-5k Employees (India),(214 Reviews),3.9
2145,Katerra,Private,"Menlo Park,California + 9 more",7 years old,501-1k Employees (India),(214 Reviews),3.7
2146,Schwing Stetter,Private,Herne + 33 more,77 years old,1k-5k Employees (India),(214 Reviews),4.1
2147,Apex Laboratorie...,Private,Chennai + 36 more,44 years old,501-1k Employees (India),(214 Reviews),4.1
2148,Kalyani Technofo...,Private,"Pune,Maharashtra + 8 more",43 years old,201-500 Employees (India),(214 Reviews),4
2149,Dana India,Private,"Pune,Maharashtra + 11 more",21 years old,501-1k Employees (India),(214 Reviews),4.1
2150,Jetking Infotrai...,Public,"Mumbai,Maharashtra + 46 more",75 years old,51-200 Employees (India),(214 Reviews),3.5
2151,SBI Mutual Fund,Private,"Mumbai,Maharashtra + 91 more",35 years old,1k-5k Employees (India),(214 Reviews),4.1
2152,DEN Networks,Public,"Delhi,NCT + 25 more",15 years old,1k-5k Employees (India),(214 Reviews),3.9
2153,Ralson India,Public,"Delhi/NCR,Delhi + 30 more",48 years old,501-1k Employees (India),(214 Reviews),3.8
2154,TVS Eurogrip,Public,Madurai + 31 more,40 years old,1k-5k Employees (India),(214 Reviews),3.6
2155,Acuity Knowledge...,London + 6 more,20 years old,1k-5k Employees (India),,(214 Reviews),3.7
2156,FabHotels,Private,"Gurgaon,Haryana + 25 more",8 years old,501-1k Employees (India),(213 Reviews),3.4
2157,Kyungshin Indust...,Chennai + 5 more,25 years old,201-500 Employees (India),,(213 Reviews),3.4
2158,TO THE NEW,Private,"Noida,Uttar Pradesh + 5 more",14 years old,1k-5k Employees (India),(213 Reviews),4.3
2159,New Holland Fiat...,Private,"Delhi/NCR,Delhi + 31 more",24 years old,501-1k Employees (India),(213 Reviews),4.3
2160,India Glycols,Public,"Noida,Uttar Pradesh + 12 more",39 years old,1k-5k Employees (India),(213 Reviews),4
2161,Axiscades Engine...,Public,"Bangalore/Bengaluru,Karnataka + 6 more",32 years old,1k-5k Employees (India),(213 Reviews),3.2
2162,Angelique Intern...,Private,"Delhi/NCR,New Delhi + 12 more",26 years old,501-1k Employees (India),(213 Reviews),4.4
2163,Ingersoll Rand,Public,"Dublin,Dublin + 19 more",50 years old,1k-5k Employees (India),(240 Reviews),4.3
2164,Syndicate Bank,Public,"Bangalore/Bengaluru,Karnataka + 53 more",97 years old,10k-50k Employees (India),(212 Reviews),4
2165,Precision Automa...,Private,"Satara,Maharashtra + 6 more",32 years old,1k-5k Employees (India),(212 Reviews),3.8
2166,El Seif Engineer...,Private,Riyadh + 14 more,47 years old,51-200 Employees (India),(212 Reviews),4.3
2167,M*Modal,Private,"Franklin,Tennesse + 8 more",21 years old,1k-5k Employees (India),(212 Reviews),2.9
2168,North East Small...,Private,"Guwahati,Assam + 39 more",6 years old,1k-5k Employees (India),(212 Reviews),4.1
2169,Cooper Corporati...,Private,"Pune,Maharashtra + 4 more",100 years old,1k-5k Employees (India),(212 Reviews),3.5
2170,Honeywell Intern...,Charlotte + 17 more,116 years old,10k-50k Employees (India),,(212 Reviews),4.1
2171,Virtual Employee,Private,"Noida,Uttar Pradesh + 9 more",15 years old,1k-5k Employees (India),(212 Reviews),3.7
2172,South Indian Ban...,Public,"Thrissur/Trichur,Kerala + 46 more",93 years old,1k-5k Employees (India),(212 Reviews),3.8
2173,Scania,Private,"Södertälje,Södertälje + 20 more",131 years old,201-500 Employees (India),(212 Reviews),4.3
2174,Omkar Realtors a...,Private,Mumbai + 8 more,19 years old,201-500 Employees (India),(212 Reviews),4.2
2175,Me n Moms,Private,"Mumbai,Maharashtra + 34 more",28 years old,201-500 Employees (India),(212 Reviews),3.1
2176,Bharat Bijlee,Public,"Mumbai,Maharashtra + 16 more",76 years old,501-1k Employees (India),(212 Reviews),4
2177,Bharat Oman Refi...,Public,"Bina,Madhya Pradesh + 17 more",11 years old,501-1k Employees (India),(212 Reviews),3.7
2178,NTT,"Melbourne,Victoria + 28 more",34 years old,1k-5k Employees (India),,(212 Reviews),4.1
2179,Welspun Corp,Mumbai + 15 more,37 years old,5k-10k Employees (India),,(212 Reviews),4
2180,Kuehne + Nagel,Private,"Schindellegi,Feusisberg + 24 more",132 years old,1k-5k Employees (India),(211 Reviews),4.2
2181,Kores,Private,"Mumbai,Maharashtra + 26 more",86 years old,501-1k Employees (India),(211 Reviews),4
2182,Celebi NAS Airpo...,Private,"Mumbai,Maharashtra + 7 more",14 years old,201-500 Employees (India),(211 Reviews),4.2
2183,Toyoda Gosei Min...,Private,Aichi + 14 more,14 years old,51-200 Employees (India),(211 Reviews),4.2
2184,Rolta India,Public,"Mumbai,Maharashtra + 9 more",33 years old,501-1k Employees (India),(211 Reviews),3.1
2185,Stanza Living,Private,"Delhi,NCT + 15 more",5 years old,501-1k Employees (India),(211 Reviews),3.5
2186,360 Realtors,LLP,"Gurgaon/Gurugram,Haryana + 21 more",8 years old,501-1k Employees (India),(211 Reviews),3.6
2187,Yazaki Wiring Te...,Private,Tokyo + 19 more,81 years old,1 Lakh+ Employees (Global),(211 Reviews),4
2188,Netafim Irrigati...,Private,"Vadodara/Baroda,Gujarat + 45 more",57 years old,1k-5k Employees (India),(248 Reviews),4.2
2189,Boeing,Public,Chicago + 4 more,106 years old,1k-5k Employees (India),(211 Reviews),4
2190,BPTP,Private,"Gurgaon/Gurugram,Haryana + 5 more",19 years old,201-500 Employees (India),(210 Reviews),4.1
2191,Amrit Cement,Private,"Kolkata,West Bengal + 14 more",14 years old,501-1k Employees (India),(210 Reviews),3.9
2192,Bharat Seats,Public,"Gurgaon/Gurugram,Haryana + 7 more",36 years old,201-500 Employees (India),(210 Reviews),3.8
2193,Serum Institute ...,Private,Pune + 13 more,56 years old,1k-5k Employees (India),(210 Reviews),4.1
2194,Infiniti Researc...,Private,London + 1 more,19 years old,501-1k Employees (India),(210 Reviews),3.9
2195,Sahyadri Hospita...,Private,"Pune,Maharashtra + 3 more",28 years old,1k-5k Employees (India),(210 Reviews),4.2
2196,Sapphire Foods I...,Private,"Mumbai,Maharashtra + 30 more",7 years old,5k-10k Employees (India),(210 Reviews),3.9
2197,Coffee Day,Private,"Bangalore/Bengaluru,Karnataka + 33 more",29 years old,1k-5k Employees (India),(209 Reviews),3.6
2198,Brigade Group,Public,"Bangalore/Bengaluru,Karnataka + 7 more",36 years old,501-1k Employees (India),(209 Reviews),4.2
2199,Gulf Oil Lubrica...,Public,"Mumbai,Maharashtra + 45 more",29 years old,501-1k Employees (India),(209 Reviews),4.3
2200,Satyam Venture E...,Private,"Hyderabad/Secunderabad,Telangana + 5 more",22 years old,501-1k Employees (India),(209 Reviews),3.2
2201,Lotte India Corp...,Public,"Chennai,Tamil Nadu + 46 more",18 years old,201-500 Employees (India),(209 Reviews),3.9
2202,Roca Bathroom Pr...,Private,Municipality Of GavÃ + 38 more,16 years old,1k-5k Employees (India),(209 Reviews),4
2203,Anthem Bioscienc...,Private,"Bangalore/Bengaluru,Karnataka + 7 more",16 years old,1k-5k Employees (India),(209 Reviews),4
2204,Embibe,Private,"Bangalore,Karnataka + 6 more",10 years old,501-1k Employees (India),(219 Reviews),3.9
2205,Kutchina,Private,"Kolkata,West Bengal + 43 more",19 years old,201-500 Employees (India),(208 Reviews),3.8
2206,CARE,Private,Noida + 62 more,72 years old,51-200 Employees (India),(208 Reviews),4.4
2207,Hofincons Infote...,Chennai + 32 more,501-1k Employees (India),,,(208 Reviews),3.9
2208,TCG Lifesciences,Public,"Kolkata,West Bengal + 5 more",21 years old,501-1k Employees (India),(208 Reviews),3.9
2209,Senco Gold,Private,"Kolkata,West Bengal + 43 more",28 years old,1k-5k Employees (India),(208 Reviews),4.1
2210,Dineshchandra R ...,Private,"Ahmedabad,Gujarat + 31 more",50 years old,1k-5k Employees (India),(208 Reviews),3.9
2211,IndianMoney.com,Private,"Bangalore,Karnataka + 10 more",14 years old,201-500 Employees (India),(208 Reviews),2.9
2212,Enco Engineers C...,Private,"Gurgaon/Gurugram,Haryana + 7 more",39 years old,51-200 Employees (India),(208 Reviews),3.8
2213,Uniparts Group,Private,"Noida,Uttar Pradesh + 15 more",38 years old,501-1k Employees (India),(208 Reviews),3.9
2214,Rieter,Private,"Khandala,Punjab + 8 more",27 years old,501-1k Employees (India),(208 Reviews),3.8
2215,Exotic Learning,Private,"Lucknow,Uttar Pradesh + 4 more",2 years old,51-200 Employees (India),(208 Reviews),4.5
2216,Indo Farm Equipm...,Private,"Solan,Madhya Pradesh + 29 more",28 years old,501-1k Employees (India),(207 Reviews),3.4
2217,Reliance Fresh,Private,Mumbai + 50 more,16 years old,1 Lakh+ Employees (Global),(207 Reviews),4.4
2218,Zolo,Private,Bangalore + 13 more,7 years old,1k-5k Employees (India),(207 Reviews),3.7
2219,BKT Tyres,Private,Mumbai + 15 more,34 years old,1k-5k Employees (India),(207 Reviews),4.1
2220,Reliance Fresh,Private,Mumbai + 50 more,16 years old,1 Lakh+ Employees (Global),(207 Reviews),4.4
2221,Indo Farm Equipm...,Private,"Solan,Madhya Pradesh + 29 more",28 years old,501-1k Employees (India),(207 Reviews),3.4
2222,Kirby Building S...,Private,Kuwait City + 19 more,24 years old,501-1k Employees (India),(207 Reviews),3.9
2223,Tata Toyo Radiat...,"Pune,Maharashtra + 8 more",24 years old,201-500 Employees (India),,(207 Reviews),3.4
2224,Maxxis Rubber,"Ahmedabad,Gujarat + 10 more",7 years old,51-200 Employees (India),,(207 Reviews),3.5
2225,Veritas Finance,Private,"Chennai,Tamil Nadu + 85 more",7 years old,1k-5k Employees (India),(207 Reviews),4.4
2226,Samsonite,Private,"Mumbai,Maharashtra + 38 more",112 years old,201-500 Employees (India),(207 Reviews),4.2
2227,NICE,Public,"Pune,Maharashtra + 13 more",36 years old,1k-5k Employees (India),(235 Reviews),4
2228,Hitachi Consulti...,Private,"Dallas,Texas + 9 more",22 years old,1k-5k Employees (India),(206 Reviews),3.9
2229,Continental Engi...,Private,New Delhi + 21 more,39 years old,1k-5k Employees (Global),(206 Reviews),4
2230,Lloyd Insulation...,Private,"Delhi/NCR,Delhi + 19 more",64 years old,501-1k Employees (India),(206 Reviews),3.7
2231,S. M. Auto Engin...,"Pune,Maharashtra + 4 more",46 years old,501-1k Employees (India),,(206 Reviews),3.6
2232,Prime Focus,Public,Mumbai + 11 more,25 years old,1k-5k Employees (India),(206 Reviews),3.8
2233,Azmeel Contracti...,Private,Al Jubail + 7 more,34 years old,201-500 Employees (Global),(206 Reviews),3.6
2234,Citco,Private,Cayman Islands + 4 more,6 years old,1k-5k Employees (India),(206 Reviews),3.1
2235,Astra Microwave ...,Public,"Hyderabad/Secunderabad,Telangana + 6 more",31 years old,51-200 Employees (India),(206 Reviews),4
2236,METRO Global Bus...,Public,Pune + 1 more,11 years old,501-1k Employees (India),(205 Reviews),4.3
2237,Ashiana Housing,Public,"Delhi/NCR,Delhi + 15 more",43 years old,501-1k Employees (India),(205 Reviews),4.4
2238,Hafele,Private,Nagold + 26 more,99 years old,501-1k Employees (India),(205 Reviews),4.4
2239,Magic Bus India ...,Private,"Mumbai,Maharashtra + 35 more",23 years old,1k-5k Employees (India),(205 Reviews),3.9
2240,Four Points By S...,"Bethesda,Maryland + 28 more",27 years old,501-1k Employees (India),,(205 Reviews),4.4
2241,Religare Finvest,Public,"Delhi/NCR,Delhi + 33 more",16 years old,1k-5k Employees (India),(205 Reviews),4.6
2242,ITC Limited Food...,Kolkata + 33 more,112 years old,10k-50k Employees (Global),,(205 Reviews),4.1
2243,Sona Comstar,Public,Gurgaon + 7 more,27 years old,201-500 Employees (India),(205 Reviews),4.2
2244,Licious,Private,"Bangalore,Karnataka + 19 more",7 years old,1k-5k Employees (India),(204 Reviews),4.1
2245,Mastek,Public,"Mumbai,Maharashtra + 8 more",40 years old,1k-5k Employees (India),(204 Reviews),4.1
2246,HungerBox,Private,"Bangalore,Karnataka + 14 more",6 years old,501-1k Employees (India),(204 Reviews),3.9
2247,Nestaway,"Bangalore,Karnataka + 12 more",7 years old,201-500 Employees (India),,(204 Reviews),3.8
2248,Reliance Money,Private,"Mumbai,Maharashtra + 42 more",16 years old,51-200 Employees (India),(204 Reviews),4.5
2249,Cordova Publicat...,Private,"Delhi/NCR,New Delhi + 44 more",13 years old,11-50 Employees (India),(204 Reviews),3.3
2250,Mastek,Public,"Mumbai,Maharashtra + 8 more",40 years old,1k-5k Employees (India),(204 Reviews),4.1
2251,Basicfirst Learn...,Private,"Bengaluru/Bangalore,Karnataka + 26 more",4 years old,51-200 Employees (India),(204 Reviews),3.6
2252,Jumio,Private,"Palo Alto,California + 3 more",12 years old,201-500 Employees (India),(203 Reviews),4
2253,Runwal Group,"Mumbai,Maharashtra + 5 more",44 years old,201-500 Employees (India),,(203 Reviews),4
2254,ToXSL Technologi...,Private,"Mohali,Punjab + 25 more",10 years old,51-200 Employees (India),(203 Reviews),4.6
2255,Henkel Adhesives...,Private,"Düsseldorf,North Rhine-Westphalia + 16 more",32 years old,501-1k Employees (India),(203 Reviews),4.3
2256,Gopaljee Dairy F...,Private,"Noida,Uttar Pradesh + 28 more",33 years old,501-1k Employees (India),(203 Reviews),3.9
2257,Varroc Engineeri...,Aurangabad + 13 more,32 years old,1k-5k Employees (India),,(203 Reviews),4
2258,Synergy Property...,Private,"Bangalore/Bengaluru,Karnataka + 22 more",19 years old,201-500 Employees (India),(203 Reviews),4
2259,Harsha Engineers,Private,"Ahmedabad,Gujarat + 6 more",36 years old,501-1k Employees (India),(203 Reviews),4.1
2260,Alicon Castalloy,Public,"Pune,Maharashtra + 7 more",32 years old,501-1k Employees (India),(202 Reviews),3.8
2261,The Louis Berger...,Private,Montreal + 29 more,137 years old,10k-50k Employees (India),(202 Reviews),4
2262,Tata BlueScope S...,Private,"Pune,Maharashtra + 20 more",20 years old,501-1k Employees (India),(202 Reviews),3.7
2263,Shangri-la Hotel...,Public,Hong Kong + 17 more,51 years old,501-1k Employees (India),(202 Reviews),4.3
2264,Mahagun India,Private,"Noida,Uttar Pradesh + 5 more",27 years old,501-1k Employees (India),(202 Reviews),2.9
2265,Electrical Resea...,Private,"Vadodara/Baroda,Gujarat + 19 more",48 years old,201-500 Employees (India),(202 Reviews),3.9
2266,Caretel Infotech,Private,"Delhi/NCR,New Delhi + 8 more",18 years old,5k-10k Employees (Global),(202 Reviews),3.6
2267,Metso Outotec,Gurgaon/Gurugram + 19 more,501-1k Employees (India),,,(202 Reviews),4.5
2268,Orix Auto Infras...,Public,"Mumbai,Maharashtra + 17 more",27 years old,201-500 Employees (India),(201 Reviews),4.4
2269,MT Educare,Public,"Mumbai,Maharashtra + 21 more",34 years old,1k-5k Employees (India),(201 Reviews),3.5
2270,Aculife Healthca...,Private,"Ahmedabad,Gujrat + 19 more",8 years old,1k-5k Employees (India),(201 Reviews),3.6
2271,Anmol Industries,Public,"Kolkata,West Bengal + 30 more",28 years old,201-500 Employees (India),(201 Reviews),3.9
2272,Vertiv Energy,Private,"Columbus,Ohio + 28 more",29 years old,501-1k Employees (India),(201 Reviews),4
2273,ASM Technologies,Public,"Bangalore/Bengaluru,Karnataka + 15 more",30 years old,501-1k Employees (India),(201 Reviews),3.3
2274,LEAD School,"Mumbai,Maharashtra + 30 more",9 years old,1k-5k Employees (India),,(201 Reviews),3.8
2275,Wipro Digital,Private,"Brooklyn,New York + 13 more",7 years old,1k-5k Employees (India),(201 Reviews),3.7
2276,Star Bazaar,Private,"Mumbai,Maharashtra + 18 more",24 years old,1k-5k Employees (India),(201 Reviews),4.3
2277,Rajsriya Automot...,Private,"Hosur,Tamil Nadu + 6 more",45 years old,501-1k Employees (India),(201 Reviews),3
2278,Vertiv Energy,Private,"Columbus,Ohio + 28 more",29 years old,501-1k Employees (India),(201 Reviews),4
2279,Yardi Systems,Private,Santa Barbara + 1 more,38 years old,1k-5k Employees (Global),(200 Reviews),4
2280,NTT-Netmagic,Private,"Mumbai,Maharashtra + 12 more",24 years old,201-500 Employees (India),(200 Reviews),4.2
2281,Myk Laticrete,"Hyderabad/Secunderabad,Telangana + 32 more",22 years old,501-1k Employees (India),,(200 Reviews),3.9
2282,LiquidHub,Private,Wayne + 8 more,21 years old,1k-5k Employees (India),(200 Reviews),3.8
2283,Sistema Shyam Te...,Private,Gurugram + 40 more,27 years old,1k-5k Employees (India),(200 Reviews),4.9
2284,Titan Laboratori...,Private,"Mumbai,Maharashtra + 9 more",18 years old,201-500 Employees (India),(200 Reviews),3.7
2285,B2x Service Solu...,Private,"Munich,Bavaria + 30 more",15 years old,201-500 Employees (India),(200 Reviews),3.4
2286,Subex,Public,"Bangalore/Bengaluru,Karnataka + 4 more",30 years old,501-1k Employees (India),(200 Reviews),3.4
2287,Global Indian In...,Private,Singapore + 16 more,14 years old,201-500 Employees (India),(200 Reviews),4.3
2288,Aizant Drug Rese...,Private,"Hyderabad/Secunderabad,Telangana + 1 more",17 years old,501-1k Employees (India),(200 Reviews),3.9
2289,Securitas,Private,Stockholm + 21 more,88 years old,10k-50k Employees (India),(200 Reviews),4.3
2290,Bosch Rexroth In...,Private,"Lohr A. Main,Bavaria + 13 more",21 years old,501-1k Employees (India),(200 Reviews),4.4
2291,Siti Networks,Public,Noida + 36 more,28 years old,501-1k Employees (India),(200 Reviews),4
2292,Integra Software...,Private,Pondicherry + 6 more,28 years old,1k-5k Employees (India),(200 Reviews),3.8
2293,ADNOC,Private,"Abu Dhabi,Abu Dhabi + 6 more",51 years old,1k-5k Employees (India),(200 Reviews),4.5
2294,SOLAR INDUSTRIES...,Public,"Nagpur,Maharashtra + 24 more",27 years old,1k-5k Employees (India),(200 Reviews),4
2295,CMR Engineering ...,Hyderabad + 2 more,12 years old,201-500 Employees (India),,(200 Reviews),4.7
2296,Gujarat Ambuja E...,Public,"Ahmedabad,Gujarat + 24 more",31 years old,1k-5k Employees (India),(200 Reviews),3.7
2297,Samvardhana Moth...,Noida + 21 more,47 years old,10k-50k Employees (India),,(3.3k Reviews),3.9
2298,Bharat Aluminium...,Private,"Delhi/NCR,New Delhi + 10 more",57 years old,1k-5k Employees (India),(199 Reviews),4
2299,Fujiyama Power S...,Private,"Delhi/NCR,Delhi + 26 more",26 years old,51-200 Employees (India),(199 Reviews),3.8
2300,Uae Exchange & F...,Private,Abu Dhabi + 66 more,42 years old,501-1k Employees (India),(199 Reviews),4.1
2301,Cosmo Films,Public,"Delhi/NCR,New Delhi + 6 more",41 years old,1k-5k Employees (India),(199 Reviews),4.3
2302,JNS Instruments,Public,Gurgaon + 12 more,21 years old,501-1k Employees (India),(199 Reviews),3.8
2303,Hical Technologi...,Private,"Bangalore/Bengaluru,Karnataka + 2 more",34 years old,501-1k Employees (India),(199 Reviews),3.8
2304,XL Health,Private,"Bangalore/Bengaluru,Karnataka + 1 more",25 years old,11-50 Employees (India),(199 Reviews),4.4
2305,Family Health Pl...,Private,"Hyderabad/Secunderabad,Telangana + 16 more",27 years old,1k-5k Employees (India),(199 Reviews),4.1
2306,Parksons Packagi...,"Mumbai,Maharashtra + 13 more",26 years old,1k-5k Employees (India),,(199 Reviews),4.1
2307,Sri Aurobindo So...,NGO/NPO,"Pondicherry/Puducherry,Tamil Nadu + 12 more",62 years old,201-500 Employees (India),(199 Reviews),3.6
